blend_id,predictions
cfed6a86-0b6a-11ee-85e3-005056921581,69337.03379807607
d272c9a6-3332-11ed-9685-005056921581,76227.72384280563
d33e1fe0-b8ef-11ee-808e-005056921581,67811.39417403135
d7fdeac0-c4b6-11ed-9cc3-005056921581,79862.1138483602
d9295e4e-a075-11ed-9f24-005056921581,67816.74323937407
d967cfcc-a8e5-11ec-9d4e-005056921581,67726.52842603446
dbfc8918-e272-11ed-8477-005056921581,54890.90484861487
dea007ac-a065-11ed-9f24-005056921581,70777.70146794501
df54653c-cd19-11ec-81a4-005056921581,64552.26192623154
df828aaa-fe2a-11ed-8421-005056921581,74154.05796116726
e25e1804-6977-11ed-85f4-005056921581,69651.90068828415
e48772c8-4e07-11ed-9a6d-005056921581,67359.29972326734
e4af73a2-5f5c-11ed-9217-005056921581,76302.55507654304
e63f290a-fe22-11ed-8421-005056921581,70960.48610687256
e64e2058-fe1e-11ed-8421-005056921581,74286.78781558094
e90b191c-9722-11ed-95c7-005056921581,76266.27806838542
eb25ecae-7886-11ee-9d5b-005056921581,67811.39417403135
ed0f4c7e-9590-11ed-84b7-005056921581,69388.48508789539
eecb7c14-01c9-11ed-9633-005056921581,71023.28070818445
f0867eaa-c164-11ec-9ebf-005056921581,65299.29493570373
f08fc5aa-2b80-11ee-8b54-005056921581,68953.07043521218
f1e8135c-6d8a-11ee-889d-005056921581,65855.54734330703
f1f40fea-2eac-11ed-8c6c-005056921581,68427.89237476772
f38ac89a-b59d-11ec-8ff7-005056921581,67348.65698992848
f72b4fa2-ca49-11ee-94c1-005056921581,66334.84361853666
f7ff118c-eb17-11ed-9974-005056921581,78230.59772909974
f9bccfce-59da-11ed-89c9-005056921581,58165.60738762154
